date,ticker,adj_close
2000-01-03,SPY,100.37797525471319
2000-01-04,SPY,99.23273623266137
2000-01-05,SPY,100.11251857961325
2000-01-06,SPY,101.21806015647114
2000-01-07,SPY,99.03486914282549
2000-01-10,SPY,97.61431319658135
2000-01-11,SPY,97.78695351566299
2000-01-12,SPY,97.46786899111814
2000-01-13,SPY,97.48024362454379
2000-01-14,SPY,96.57255386240371
2000-01-17,SPY,97.57130806172607
2000-01-18,SPY,98.46688190326277
2000-01-19,SPY,98.57192111686386
2000-01-20,SPY,99.87162582553168
2000-01-21,SPY,100.43433566858033
2000-01-24,SPY,99.49208936696178
2000-01-25,SPY,99.94068283529135
2000-01-26,SPY,98.89133212389073
2000-01-27,SPY,99.91299351669831
2000-01-28,SPY,99.88815360868195
2000-01-31,SPY,99.71064227701717
2000-02-01,SPY,98.97515502499921
2000-02-02,SPY,100.38859803269251
2000-02-03,SPY,100.24466983920955
2000-02-04,SPY,99.79065836877761
2000-02-07,SPY,99.42456506485755
2000-02-08,SPY,100.05824793078229
2000-02-09,SPY,100.50562561831929
2000-02-10,SPY,101.00915037125479
2000-02-11,SPY,101.5360209560476
2000-02-14,SPY,104.06493541763113
2000-02-15,SPY,103.61936472012778
2000-02-16,SPY,103.05196795360585
2000-02-17,SPY,102.13786814757842
2000-02-18,SPY,102.88640953092609
2000-02-21,SPY,104.24504842569763
2000-02-22,SPY,104.14350252604645
2000-02-23,SPY,103.18884553915737
2000-02-24,SPY,102.26111400244106
2000-02-25,SPY,103.05099600401435
2000-02-28,SPY,103.95614660874695
2000-02-29,SPY,104.63157745762659
2000-03-01,SPY,103.87795322692921
2000-03-02,SPY,104.18483753556971
2000-03-03,SPY,104.35589856526484
2000-03-06,SPY,104.64820691055698
2000-03-07,SPY,105.72092597752878
2000-03-08,SPY,106.02295677382645
2000-03-09,SPY,106.8762112505788
2000-03-10,SPY,106.99209951960344
2000-03-13,SPY,107.37751059841423
2000-03-14,SPY,108.18322934505315
2000-03-15,SPY,106.4442340385442
2000-03-16,SPY,106.09277566057531
2000-03-17,SPY,105.56193994697554
2000-03-20,SPY,104.8332670897694
2000-03-21,SPY,104.53989783636484
2000-03-22,SPY,106.36082228350475
2000-03-23,SPY,105.35516391014627
2000-03-24,SPY,106.55207796581445
2000-03-27,SPY,104.57132467295531
2000-03-28,SPY,104.20807195960529
2000-03-29,SPY,104.43370821457572
2000-03-30,SPY,105.16358558028094
2000-03-31,SPY,106.04877262650376
2000-04-03,SPY,107.04103651992203
2000-04-04,SPY,106.65246626395847
2000-04-05,SPY,106.12848187234154
2000-04-06,SPY,107.20002111740618
2000-04-07,SPY,107.00169963711026
2000-04-10,SPY,105.4985549688318
2000-04-11,SPY,104.18461264104101
2000-04-12,SPY,103.13680371578027
2000-04-13,SPY,103.75278806394957
2000-04-14,SPY,103.95347549298322
2000-04-17,SPY,104.80382573521148
2000-04-18,SPY,104.33043761579212
2000-04-19,SPY,104.55134374505235
2000-04-20,SPY,105.32905079381149
2000-04-21,SPY,104.99356550059855
2000-04-24,SPY,105.57228371571732
2000-04-25,SPY,104.81614314231014
2000-04-26,SPY,104.41868288608234
2000-04-27,SPY,104.00069416109802
2000-04-28,SPY,102.63258624304817
2000-05-01,SPY,103.23363249752077
2000-05-02,SPY,102.71823265392752
2000-05-03,SPY,102.7654045358613
2000-05-04,SPY,103.35993174520499
2000-05-05,SPY,103.91757404171406
2000-05-08,SPY,104.73781693096723
2000-05-09,SPY,104.65413761709989
2000-05-10,SPY,104.18609700839323
2000-05-11,SPY,104.12501402327945
2000-05-12,SPY,102.18420555739327
2000-05-15,SPY,100.55309219998232
2000-05-16,SPY,99.08770084076576
2000-05-17,SPY,98.0046639860189
2000-05-18,SPY,98.48118780607913
2000-05-19,SPY,97.50618736025741
2000-05-22,SPY,97.11980661371136
2000-05-23,SPY,98.59244742821505
2000-05-24,SPY,98.22614940958506
2000-05-25,SPY,99.0824734016077
2000-05-26,SPY,98.07022452879988
2000-05-29,SPY,97.87310730509991
2000-05-30,SPY,96.85519605951694
2000-05-31,SPY,96.51420750934592
2000-06-01,SPY,97.46914677305124
2000-06-02,SPY,95.60903962032175
2000-06-05,SPY,96.11166895235894
2000-06-06,SPY,96.40170251209516
2000-06-07,SPY,95.78482748447308
2000-06-08,SPY,94.25699121421543
2000-06-09,SPY,94.36406496872033
2000-06-12,SPY,93.82899377323301
2000-06-13,SPY,94.10674008653166
2000-06-14,SPY,94.15994805016578
2000-06-15,SPY,95.916194571059
2000-06-16,SPY,95.68659921917076
2000-06-19,SPY,94.61257063446132
2000-06-20,SPY,94.83519580685359
2000-06-21,SPY,95.10224655793004
2000-06-22,SPY,96.60995513819431
2000-06-23,SPY,97.5600926428425
2000-06-26,SPY,97.9867750130248
2000-06-27,SPY,99.65779588059497
2000-06-28,SPY,98.35470966747253
2000-06-29,SPY,97.67481923733475
2000-06-30,SPY,96.68467083435746
2000-07-03,SPY,96.28882799810525
2000-07-04,SPY,94.82751466983528
2000-07-05,SPY,95.54324778707323
2000-07-06,SPY,95.33306363714861
2000-07-07,SPY,93.78611128304885
2000-07-10,SPY,92.74174118123881
2000-07-11,SPY,93.10156805677701
2000-07-12,SPY,94.0204159053709
2000-07-13,SPY,96.20393004196453
2000-07-14,SPY,99.46718240881943
2000-07-17,SPY,99.96740534765452
2000-07-18,SPY,98.88339612344218
2000-07-19,SPY,96.55218765499973
2000-07-20,SPY,96.87647272192102
2000-07-21,SPY,96.01805671727436
2000-07-24,SPY,95.5972463970841
2000-07-25,SPY,94.96619168483834
2000-07-26,SPY,94.84481152445926
2000-07-27,SPY,96.02864505833307
2000-07-28,SPY,96.23034616918403
2000-07-31,SPY,96.0879066755446
2000-08-01,SPY,94.99627854118185
2000-08-02,SPY,93.23899711901679
2000-08-03,SPY,92.75571391482525
2000-08-04,SPY,92.72859828923404
2000-08-07,SPY,94.63627222693492
2000-08-08,SPY,94.8062622394548
2000-08-09,SPY,95.89905649510384
2000-08-10,SPY,95.38793698878636
2000-08-11,SPY,94.14475878041324
2000-08-14,SPY,93.14967887045752
2000-08-15,SPY,92.41615668818258
2000-08-16,SPY,94.70377459395229
2000-08-17,SPY,93.85562231072853
2000-08-18,SPY,94.78230188628856
2000-08-21,SPY,93.84663725550428
2000-08-22,SPY,94.87331133716378
2000-08-23,SPY,95.31858722487023
2000-08-24,SPY,95.17965245462278
2000-08-25,SPY,95.16587683616196
2000-08-28,SPY,94.49191796656982
2000-08-29,SPY,95.00122158745592
2000-08-30,SPY,94.54237842415709
2000-08-31,SPY,93.2672082272026
2000-09-01,SPY,91.95465640529554
2000-09-04,SPY,92.16403824496349
2000-09-05,SPY,93.858908934326
2000-09-06,SPY,94.05919147142843
2000-09-07,SPY,93.96256974280597
2000-09-08,SPY,94.29752401711693
2000-09-11,SPY,95.73472266973263
2000-09-12,SPY,96.00363785093333
2000-09-13,SPY,95.5876921454179
2000-09-14,SPY,96.82504243994876
2000-09-15,SPY,97.32780996680084
2000-09-18,SPY,99.06894892554749
2000-09-19,SPY,99.30651767088114
2000-09-20,SPY,97.96835237901571
2000-09-21,SPY,96.49087890931304
2000-09-22,SPY,98.34539373436982
2000-09-25,SPY,100.3182568451962
2000-09-26,SPY,100.14604840422446
2000-09-27,SPY,99.74352377105654
2000-09-28,SPY,101.44236554167207
2000-09-29,SPY,100.20875421147349
2000-10-02,SPY,99.22874711202253
2000-10-03,SPY,99.98696847546489
2000-10-04,SPY,99.57219122617026
2000-10-05,SPY,99.59802199017665
2000-10-06,SPY,99.4451759570431
2000-10-09,SPY,99.85825124126184
2000-10-10,SPY,101.4969244798569
2000-10-11,SPY,101.63348869230518
2000-10-12,SPY,102.4107957059333
2000-10-13,SPY,100.0893040184321
2000-10-16,SPY,100.06579035489669
2000-10-17,SPY,99.14505710138795
2000-10-18,SPY,97.81534046629451
2000-10-19,SPY,96.87694536351356
2000-10-20,SPY,96.54125454769287
2000-10-23,SPY,97.58006731439731
2000-10-24,SPY,96.15397615116923
2000-10-25,SPY,96.21791948927113
2000-10-26,SPY,95.7215167469112
2000-10-27,SPY,95.39680670906486
2000-10-30,SPY,96.51831379037382
2000-10-31,SPY,97.13986881027493
2000-11-01,SPY,98.65550318292551
2000-11-02,SPY,98.51408633464679
2000-11-03,SPY,97.77077998800397
2000-11-06,SPY,97.55388570129948
2000-11-07,SPY,97.8535540575906
2000-11-08,SPY,98.08079999191882
2000-11-09,SPY,96.91296270631814
2000-11-10,SPY,97.04325452088248
2000-11-13,SPY,97.32560680786536
2000-11-14,SPY,100.17564157993971
2000-11-15,SPY,102.36285871433944
2000-11-16,SPY,101.40947504605393
2000-11-17,SPY,101.11165167067517
2000-11-20,SPY,99.47923770618551
2000-11-21,SPY,98.84652833676873
2000-11-22,SPY,99.2323939763193
2000-11-23,SPY,100.6304673657978
2000-11-24,SPY,99.83366938362325
2000-11-27,SPY,99.12737426275497
2000-11-28,SPY,96.77368645625059
2000-11-29,SPY,96.62602601231951
2000-11-30,SPY,95.49930200074753
2000-12-01,SPY,94.95785105660032
2000-12-04,SPY,94.04824673368795
2000-12-05,SPY,93.97760762514066
2000-12-06,SPY,92.15235416637442
2000-12-07,SPY,90.66088087630044
2000-12-08,SPY,92.90586859503821
2000-12-11,SPY,91.58855104862786
2000-12-12,SPY,90.4852954364161
2000-12-13,SPY,92.41908066817405
2000-12-14,SPY,95.54442129921547
2000-12-15,SPY,94.31350827397041
2000-12-18,SPY,93.95033925593543
2000-12-19,SPY,94.34484875297522
2000-12-20,SPY,96.24294985771418
2000-12-21,SPY,95.2022213566663
2000-12-22,SPY,94.96795757935
2000-12-25,SPY,95.83914239267234
2000-12-26,SPY,96.34335548675
2000-12-27,SPY,95.96376589325986
2000-12-28,SPY,95.84868328367187
2000-12-29,SPY,94.39596601681048
2001-01-01,SPY,94.17127165694177
2001-01-02,SPY,93.91706197417348
2001-01-03,SPY,94.19452819472077
2001-01-04,SPY,93.63298584920193
2001-01-05,SPY,94.16484710117366
2001-01-08,SPY,95.28262902055538
2001-01-09,SPY,95.4810100888336
2001-01-10,SPY,95.8930380729182
2001-01-11,SPY,95.98131804819215
2001-01-12,SPY,96.01188502134028
2001-01-15,SPY,95.25978585562058
2001-01-16,SPY,95.63261426653679
2001-01-17,SPY,95.55750847904315
2001-01-18,SPY,97.88369687222391
2001-01-19,SPY,99.67726683887498
2001-01-22,SPY,100.14610646228019
2001-01-23,SPY,99.3148780494866
2001-01-24,SPY,98.10116959447282
2001-01-25,SPY,99.46671253913098
2001-01-26,SPY,99.79517119584193
2001-01-29,SPY,100.37182818396688
2001-01-30,SPY,98.43705286914422
2001-01-31,SPY,99.50928047825492
2001-02-01,SPY,100.05509793257869
2001-02-02,SPY,98.8345631908498
2001-02-05,SPY,98.33875925376144
2001-02-06,SPY,98.66457610867506
2001-02-07,SPY,98.754636564898
2001-02-08,SPY,98.45926464185054
2001-02-09,SPY,98.37502091679866
2001-02-12,SPY,98.12549540166248
2001-02-13,SPY,98.32659907772955
2001-02-14,SPY,100.01270144095903
2001-02-15,SPY,97.17480611280178
2001-02-16,SPY,96.94495199974294
2001-02-19,SPY,97.17002074093027
2001-02-20,SPY,97.52765238407122
2001-02-21,SPY,97.14806882491156
2001-02-22,SPY,95.26232528749951
2001-02-23,SPY,95.64763638522945
2001-02-26,SPY,97.57045722392994
2001-02-27,SPY,95.91859490617665
2001-02-28,SPY,96.89347811601245
2001-03-01,SPY,96.56385948093572
2001-03-02,SPY,96.52737562584204
2001-03-05,SPY,95.41209637036468
2001-03-06,SPY,95.0811227159195
2001-03-07,SPY,96.52374410322807
2001-03-08,SPY,97.19440817269825
2001-03-09,SPY,99.15390196306734
2001-03-12,SPY,100.51844716881715
2001-03-13,SPY,101.05222878315556
2001-03-14,SPY,103.10308561950197
2001-03-15,SPY,103.6504824879172
2001-03-16,SPY,104.66140838393568
2001-03-19,SPY,104.34316382525112
2001-03-20,SPY,104.45508165185875
2001-03-21,SPY,103.665208327019
2001-03-22,SPY,104.86825449620784
2001-03-23,SPY,103.50931372454426
2001-03-26,SPY,104.46478988173308
2001-03-27,SPY,104.27230099516834
2001-03-28,SPY,105.69989613660506
2001-03-29,SPY,106.63752051521631
2001-03-30,SPY,108.89641092874498
2001-04-02,SPY,109.83736133316432
2001-04-03,SPY,107.93108673380063
2001-04-04,SPY,107.883422233058
2001-04-05,SPY,106.49301202935817
2001-04-06,SPY,105.90263005219964
2001-04-09,SPY,107.76719165835213
2001-04-10,SPY,108.58352384480152
2001-04-11,SPY,107.76059095055628
2001-04-12,SPY,106.56285531961454
2001-04-13,SPY,106.63632101445637
2001-04-16,SPY,105.20882041166311
2001-04-17,SPY,104.44437007563936
2001-04-18,SPY,104.84781324184797
2001-04-19,SPY,106.26408551087236
2001-04-20,SPY,107.03410640506345
2001-04-23,SPY,104.3222028768112
2001-04-24,SPY,104.71609899245765
2001-04-25,SPY,104.83494001170237
2001-04-26,SPY,105.36153731591911
2001-04-27,SPY,107.34427620944271
2001-04-30,SPY,104.8954081887126
